藥品編號,收費編號,藥品英文名,藥品中文名,顏色,形狀,劑型,廠牌名,中文加強描述,英文加強描述,備註
PGI031P,PGI031P     1PC,Midatin 3ml,美得定注射液,,,注射液,南光,安瓿上有藍點,ampule with blue spot,990617
PFA106M,PFA106M     1PC,Rasilez 150mg,絡舒樂適膜衣錠,粉紅色,圓形,膜衣錠,諾華,刻有IL及NVR字樣,marked IL on one side, and NVR on another side,990617
PPA012P,PPA012P DF1 1PC,Oxocin,謳速生注射液,,,注射液,大豐,,,990618
PGI030P,PGI030P     1PC,Midatin 1ml,美得定注射液,,,注射液,南光,,,990628
PGA076S,PGA076S     1PC,Keppra oral sol'n,優閒內服液劑,無色透明,,口服液劑,Nextpharma,褐色玻璃瓶身白色瓶蓋,Brown glass bottle with white cap,100.10.17
PVA108E,PVA108E     1PC,Fusone eye drops,富適點眼液,,,眼藥水,麥迪森,,,104.04.10
PED066M,PED066M     1PC,Catilon,腸必寧錠,白色,圓形,膜衣錠,東洋,,,990715
PRA001P,PRA001P     1PC,Gablofen  50mcg/ml/syringe,,,,針筒裝注射劑,Piramal Critical Care Ltd,專案藥品,,2019.08.27
PRA002P,PRA002P     1PC,Lioresal Intrathecal,,,,注射劑,Novartis,專案藥品,,
PID013M,,Isomin,愛普命膜衣錠,黃色,長條形,膜衣錠,南光,刻有NK 483字樣,marked NK on one side, and 483 on another side,990720
PCC324M,PCC324M     1PC,Curam 625mg,諾快寧膜衣錠,白色,長橢圓形,膜衣錠,Sandoz,兩面有切割線,scored,990721
PID142P,PID142P     1PC,Nephrosteril,腎福諾輸注液,,,靜脈輸注液,費森尤斯卡比,,,990721
PWG011E,PWG011E     1PC,Benzin,石油本清,,,外用液劑,島久藥品,,,990727
PCC210M,PCC210M SZ1 1PC,Curam 1gm,諾快寧膜衣錠,白色,長橢圓形,鋁箔裝錠劑,Sandoz,有切割線,scored,2019.04.23
PZA228P,PZA228P     1PC,Synagis,西那吉斯凍晶注射劑,,,凍晶注射劑,亞培,紫色瓶蓋,vial with purple cap,990729
PWP026E,PWP026E     1PC,Protopic oint 0.03% , 5 gm,普特皮軟膏0.03% , 5 gm,,,外用軟膏,LEO,,,990729
PGE025P,PGE025P     1PC,Propofol-Lipuro 1%,普洛福-立靜,,,注射液,柏朗,,,106.11.14
PCG068M,PCG068M     1PC,Factive,捷立復錠劑,白色,橢圓形,膜衣錠,歐帕生技,有切割線及LG 320字樣,scored and marked LG 320 on one side,990729
PCC104M,PCC104M     1PC,Doxycycline,獨克士黴素,綠色,,膠囊,培力,有"Peili C08"字樣,imprint with"Peili C08",2021.12.20
PIB002M,,Sodium Bicarbonate,碳酸氫鈉,白色,圓形,鋁箔裝錠劑,福元,其中一面印有"FY T021",one side imprint with "FY T021",99.08.11
PWP001E,,Zovirax cream 5%,熱威樂素乳膏劑 5%,,,外用乳膏,葛蘭素,,,99.08.18
PFA018P,PFA018P RD1 1PC,Lidocaine 2% I.V."LITA",利多卡因靜脈注射液,,,注射液,利達,安瓿上有藍點,ampule with blue spot,2019.12.10
PGD070E,PGD070E     1PC,Durogesic 12mcg,多瑞喜穿皮貼片劑,,,穿皮貼片劑,楊森,,,990820
PMF066M,PMF066M     1PC,Alendronate Sandoz 70mg,善骨實“山德士”膜衣錠,白色,圓形,膜衣錠,Sandoz,一面刻有ALN 70字樣,marked ALN 70 on one side,990827
PCC140P,PCC140P NG1 1PC,Clincin inj.,克力欣注射液,,,注射液,南光,,,2020.03.31
PFA006M,PFA006M     1PC,Synbot 5mg,欣保錠,白色,不規則形,錠劑,健喬信元,一邊有切割線，另一邊有SYNBOT字樣,scored on one side and marked SYNBOT on another side,990927
PLB052P,PLB052P     1PC,NESP,耐血比注射劑,,,注射液,Kyowa Hakko Kirin,針筒裝,,991001
PNA070P,PNA070P     1PC,公費  Vaxigrip 0.25mL流感疫苗,公費  巴斯德 0.25mL流感疫苗,,,針筒裝注射劑,Sanofi Pasteur,,,106.09.12
PNA073P,PNA073P     1PC,公費  Vaxigrip 0.5mL 流感疫苗,公費  巴斯德 0.5mL 流感疫苗,,,針筒裝注射劑,Sanofi Pasteur,,,106.09.12
P6A662M,P6A662M     1PC,Viread,惠立妥膜衣錠,粉藍色,圓卵形,膜衣錠,Pathon,一面刻有GILEAD 4331字樣，另一面刻有300字樣,marked GILEAD 4331 on one side, and 300 on another side,991007
PAA044M,PAA044M     1PC,Actein Effervescent Tab,愛克痰發泡錠,白色,圓形,發泡錠,健喬信元,刻有SYN字樣,marked SYN on one side,2019.11.18
PME016M,PME016M     1PC,Diamin MR,代蜜持續性藥效錠,白色,長條形,持續性藥效錠,信東,一面刻有ST、另一面刻有427字樣,marked ST on one side, and 427 on the another side,991011
PGF068M,PGF068M     1PC,Efexor XR 37.5mg,速悅持續性藥效膠囊,灰色/肉色,,膠囊,惠氏,印有W及37.5字樣,imprinted with W and 37.5,991015
PGA078M,PGA078M     1PC,Carpine 200mg,卡賓錠 200毫克,白色,圓形,錠劑,信東,一面刻有「ST 212」字樣,Engraved with「ST 212」on one side,2023.05.23
PHK068P,PHK068P     1PC,Primovist,卜邁維斯,,,注射劑,Bayer,針筒裝,,991018
PDA068P,PDA068P     1PC,Vincristine Sulphate,文克斯汀注射液,,,注射液,Pfizer,紅色瓶蓋,vial with red cap,2022.08.19
PYA018E,PYA018E MM1 1PC,Lido-anes spray 10%,立麻卡因噴霧劑,,,噴霧劑,齊山科技,,,2022.08.31
PLC033M,PLC033M     1PC,Xarelto 10MG,拜瑞妥膜衣錠10毫克,紅棕色,圓形,膜衣錠,拜耳,一面刻有倒三角型、10字樣，另一面有BAYER字樣,marked triangle and 10 on one side, and BAYER on another side,991108
PGI036M,PGI036M     1PC,Stilnox CR,使蒂諾斯長效錠,磚紅色,圓形,膜衣錠,賽諾菲安萬特,刻有ZMR字樣,marked ZMR on one side,991201
PWL100E,PWL100E     1PC,Flamazine cream,膚美淨軟膏,,,外用軟膏,Solvay,,,991209
PBA009M,PBA009M JX1 1PC,Dex-CTM,特息敏錠,粉紅色,圓形,錠劑,健喬信元,一面有刻痕,scored,106.08.02
PQB020M,PQB020M     1PC,Meptin-mini,滅喘淨微錠,白色,圓形,鋁箔裝錠劑,大塚,一面印有22,一面印有O,G,有刻痕,Scored,Imprint with "22" and " OG",
PID078P,PID078P     1PC,Magnesium Sulfate 10%,,,,,信東,,,
PGF052M,PGF052M     1PC,Epram,抑鬱,白色,橢圓形,鋁箔裝錠劑,健亞, 一面有刻痕印有 "E/B"，一面印有 "101"字樣,Scored,engraved with "E/B" , "101",991217
PGF006M,PGF006M     1PC,Mirtapine,美妥平口溶錠,白色,圓形,口溶錠,培力,一面印有"PLT33",另一面印有"MTZ",imprint with "PLT33" and "MTZ",991223
PWH016E,PWH016E     1PC,Ankorme Cream "S.C.",安可黴乳膏,,,外用乳膏,十全,,,1000112
PGE037E,PGE037E     1ML,Sevofrane,易可寧,,,,寶齡富錦,,,1000126
PFA118M,PFA118M     1PC,Sevikar 5/20 tab,舒脈康,白色,圓形,鋁箔裝錠劑,第一三共,一面印有"C73",imprint with "C73",100.02.25
PIG088M,PIG088M     1PC,Aspara-Ca,安賜百樂鈣,白色,圓形,錠劑,田邊,一面印有"TT103",imprint with "TT103",1000225
P6A677P,P6A677P     1PC,Elaprase(Idursulfase),罕見用藥粘多醣第二型,,,注射劑,Shire,,,1000225
PWC050E,PWC050E     1PC,Vimax Foaming Solution,可易適泡沫液,,,外用液劑,台灣田邊,,,2021.09.02
PLD058P,PLD058P     1PC,NovoSeven RT,諾和第七因子室溫注射劑,,,,諾和諾德,,,1000302
PCF008M,PCF008M     1PC,X-Dapsone,達普頌錠劑,白色,圓形,錠劑,五洲,印有EX 26,imprint with EX 26,1000308
P6A679M,,Advagraf 1mg,安瑞福 1,橘/白色,,鋁箔裝膠囊,安斯泰來,印有"1mg" 與 " 677",imprint with "1mg" & " 677",1000314
PCC328P,PCC328P     1PC,Cubicin 500mg,救必辛注射劑,,,乾粉注射劑,Cubist,,,100.05.11
PGG088M,PGG088M     1PC,Zyprexa Zydis 10mg,津普速口溶錠,黃色,圓形,鋁箔裝錠劑,禮來,無刻痕,,1000322
P6A086M,,Tulip,妥寧,白色,圓形,錠劑,Sandoz,刻有HLA及10字樣,engraved with HLA & 10,100.4.12
P6A085M,,Tulip,妥寧,米白色,圓形,錠劑,Sandoz,刻有HLA及40字樣,engraved with HLA & 40,100.4.12
PNA116P,PNA116P     1PC,Cervarix,保蓓人類乳突病毒第16/18型疫苗,,,,葛蘭素,注射劑,,100.4.13
PWC004E,PWC004E     1PC,B-N-O ointment,必乃爾軟膏,,,,仙台,,,100.4.20
PTA070S,PTA070S     1PC,Fumide,福滿內服液劑,無色透明,,口服液劑,瑞安,,,100.10.20
PGF070M,PGF070M     1PC,Wellbutrin XL,威克倦,白色,圓形,錠劑,葛蘭素,印有"GS5FV"字樣,Imprinted with "GS5FV",100.05.13
PDA251P,PDA251P     1PC,Ixempra,易莎平注射劑,,,凍晶注射劑,Lotus,,,2022.02.17
PWC052E,PWC052E     1PC,Betamethasone ointment,貝他每松,,,外用軟膏,杏輝,,,100.5.24
PCC162M,PCC162M     1PC,Ceflour,喜華,白色,長橢圓形,膜衣錠,永信,一面刻有"YSP39",imprinted with "YSP39",100.05.27
P6A074M,,Terazosin 2mg,替你舒壓,粉橘色,圓形,鋁箔裝錠劑,五洲,一面刻有"UC13",imprinted with "UC13",100.06.03
PWL084E,PWL084E     1PC,Bactermin Ointment,利膚癒康,,,外用軟膏,西德有機,鋁管白色印有藍色的字,White aluminium tube printed with blue words,100.06.03
PNA118P,PNA118P     1PC,Synflorix,雙伏威肺炎鏈球菌十價接合型疫苗,,,注射劑,葛蘭素,,,100.06.09
PGB032M,PGB032M     1PC,ReQuip PD 2mg,力必平持續性藥效膜衣錠2mg,粉橘色,長橢圓形,鋁箔裝錠劑,葛蘭素,一面刻有"3V2"，另一面刻有"GS",one side imprinted with "3V2", other side with"GS",100.06.10
PMG018M,PMG018M     1PC,Thyroid-S,"強生" 活甲錠,白色,圓形,錠劑,強生,一面有刻痕，一面有星號標記,scored, engraved with "star",100.6.14
PWK036E,,Regaine 5% Extra Strength Topical Solution,落建生髮液 5%,,,,嬌生,,,100.06.21
PCB026M,PCB026M     1PC,Metrozole 250mg,妳樂淨內服糖衣錠250毫克,白色,圓形,糖衣錠,強生,,,2023.03.25
PKE016M,PKE016M     1PC,Protase,優妙化,紅棕/白色,橢圓形,膠囊,永信,膠囊一半為透明，裡面有腸溶微粒,Half of the capsule is transparent containing enteric granules,100.06.29
PTA012M,PTA012M     1PC,Bubdel,普德,白色,圓形,錠劑,溫士頓,一面有刻痕，另一而刻有"W"字樣,one side scored and other side imprinted with "W",100.07.08
PWC020E,PWC020E     1PC,Clobetasol oint "Sinphar",可立舒,,,外用軟膏,杏輝,,,100.07.09
PME088P,PME088P     1PC,Humalog Mix 25 KwikPen,優泌樂-混合型25,灰色,,注射液,禮來,灰色筆身、「黃色」 按鈕,Grey pen with yellow button,100.07.28
PGA089M,,Valpro 200,化癲,紫色,圓形,鋁箔裝錠劑,Alpharma,鋁箔上印有藍字,Aluminium foil printed with blue words,100.07.28
PVA052E,PVA052E     1PC,Avamys,艾敏釋,,,鼻用噴液劑,葛蘭素,白色外盒上有藍色圖案,White box printed with blue pattern,100.07.28
PWI044E,PWI044E     1PC,Divigel,迪維舒,,,外用凝膠,Orion pharma,綠色外盒、鋁箔小包上印有黑色字體,Green box, aluminium pack printed with black words,100.07.28
PIG076P,PIG076P     1PC,0.149% KCl(10mEq)in 0.9% NaCl 500ml/bot,“信東”0.149%氯化鉀注射液,無色透明,,靜脈輸注液,信東,,,100.07.28
PIG078P,PIG078P     1PC,0.298% KCl(20mEq) in 0.9% NaCl 500ml/bot,“信東”0.298%氯化鉀注射液,無色透明,,靜脈輸注液,信東,,,100.07.28
PLD028P,PLD028P     1PC,Phytonadione Injection "TBC",血納定針,,,注射劑,信東,褐色ampoule上有白色標籤,Brown ampoule with white label,100.07.30
PZA237P,PZA237P     1PC,Stroger Neo-Minophagen C Injection,新明發健,無色透明,,注射劑,衛采,白色標籤上印黑色字體,white ampoule printed with black words,100.08.02
PZA230E,PZA230E     1PC,Normal Saline(N.S) for irrigation 500mL/bot,生理食鹽水沖洗液,無色透明,,沖洗液,永豐,,,100.08.05
PID145P,PID145P     1PC,Lipoplus,力保加,白色,,脂肪乳劑輸注液,B.Braun,玻璃瓶紅色瓶蓋,Glass bottle with red cap,100.08.09
P6A095M,P6A095M     1PC,Trozet,特羅捷,黃色,圓形,膜衣錠,Fresenius Kabi,一面刻有"D803",one side imprinted with "D803",100.08.09
PKA088S,PKA088S     1PC,Alginos,胃逆舒,白色,,口服懸浮液,東洋/晟德,白色瓶身,White plastic bottle,100.08.12
PZA114P,PZA114P     1PC,Enbrel   25mg,恩博針筒裝注射劑 25毫克,,,注射液,惠氏,針筒裝,,2023.03.06
PZA232M,PZA232M     1PC,Advagraf PR 0.5mg,安瑞福 0.5,黃/橘色,橢圓形,鋁箔裝膠囊,安斯泰來,印有"0.5mg" 與 " 647",imprint with "0.5mg" & " 64,100.08.17
PZA234M,PZA234M     1PC,Advagraf PR 1mg,安瑞福 1,橘/白色,橢圓形,鋁箔裝膠囊,安斯泰來,印有"1mg" 與 " 677",imprint with "1mg" & " 677",100.08.17
PZA236M,PZA236M     1PC,Advagraf PR 5mg,安瑞福 5,橘/紅色,橢圓形,鋁箔裝膠囊,安斯泰來,印有"5mg" 與 " 687",imprint with "5mg" & " 687",100.08.17
PFA061M,PFA061M     1PC,Concor 1.25mg,康肯 1.25mg,白色,圓形,鋁箔裝錠劑,Merck,,,100.08.23
PMC064P,PMC064P     1PC,Testradiol depot,兩性得補針,,,,安星,,,100.08.23
PVE020E,,Kintropine Eye Drops 0.125%,舒視平點眼液,,,眼藥水,景德,白色瓶身黃色瓶蓋,White plastic bottle with yellow cap,100.08.23
PNA120P,PNA120P     1PC,Prevenar 13,沛兒肺炎鏈球菌十三價結合型疫苗,,,注射液,惠氏,針筒裝,,100.08.31
P6A701S,,Curam,諾快寧,,,口服懸浮用粉劑,Sandoz,褐色玻璃瓶白色瓶蓋,Brown glass bottle with white cap,100.08.31
PEC036E,PEC036E     1PC,Exelon Patch 5,憶思能穿皮貼片5,粉橘色,,穿皮貼片劑,Novartis,粉橘色密封袋中有一片不透明貼片,Non-transparent patch in a orange sealed package,100.09.01
PWM036E,PWM036E     1PC,Xamiol Gel,絲玫歐凝膠,,,外用凝膠,LEO,白色瓶身紅色瓶蓋,White bottle with red cap,100.09.05
PUA048E,PUA048E LX1 1PC,Cufflam anti-inflammatory spray,克伏寧消炎噴液劑,,,口用噴液劑,廣欣/人生,綠色液劑,Green liquid,2023.09.06
PFA041M,PFA041M     1PC,Multaq,脈泰克膜衣錠,,,鋁箔裝錠劑,Sanofi-Winthrop,,,100.09.06
PFA005M,PFA005M     1PC,Cabudan,卡布登,白色,圓形,鋁箔裝錠劑,健喬信元,一面刻有"SYG25",One side imprinted with "SYG25",100.09.09
P6A561E,,OptiLube,“歐特盟” 病患用潤滑劑,,,外用凝膠,optimum,藍色/白色軟管,Blue/white tube,100.09.19
PME099M,PME099M     1PC,Janumet,捷糖穩,粉肉色,橢圓形,鋁箔裝錠劑,MSD,鋁箔印有藍字,Foil printed with blue words.,100.09.19
PCD012M,PCD012M     1PC,Nystatin "Yung Shin",寧司泰定,紅色/粉紅色,橢圓形,膠囊,永信,膠囊上印有 " YSP NYC"字樣,Capsule imprinted with " YSP NYC",100.09.19
PMA034E,PMA034E     1PC,Foster,肺舒坦定量吸入劑,,,定量吸入劑,友華/Chiesi,桃紅色瓶身,Pink bottle,100.09.19
PLD022P,PLD022P     1PC,Advate 500IU,艾非特基因工程第八凝血因子製劑,,,注射劑,Baxter,橘色/白色外盒,Orange/white box package,100.09.24
PLD024P,PLD024P     1PC,Advate 1000 IU,艾非特基因工程第八凝血因子製劑 1000單位,,,注射劑,Baxter,,,100.09.24
PLD032P,PLD032P     1PC,FEIBA 500 IU,威保500U 抗抑制子凝血複合物,,,注射劑,Baxter,,,100.09.24
PKA068M,PKA068M NG1 1PC,Rich,胃全膠囊,白色,,膠囊,南光,印有「N.K.P  373」,Imprinted with「N.K.P  373」,2022.05.12
PFA072M,,Nakasser SR,能得爽,白色,橢圓形,鋁箔裝膠囊,南光,膠囊上印有"N.K.P.449",Capsule imprinted with"N.K.P.449",100.09.24
PZA010M,PZA010M GJ1 1PC,Kodazol 200mg,可達娜膠囊 200毫克,橘紅色,,膠囊,國嘉,印有「KJ 144」字樣,Imprinted with「KJ 144」,2023.09.21
PGA090M,PGA090M     1PC,Nobelin,意必寧,黃色,長橢圓形,鋁箔裝錠劑,南光,一面刻有"N.K."，另一而刻有"465",one side imprinted with "N.K.", and the other with "465",100.09.30
PHK036P,PHK036P     1PC,Gadovist 1.0,蓋多維斯 1.0,透明,,注射液,Bayer Schering,針筒裝,,100.09.30
PME102M,PME102M     1PC,Onglyza,昂格莎,粉紅色,圓形,鋁箔裝錠劑,必治妥,一面刻有"5"，另一面刻有"4215",One side imprinted with "5", the other side imprinted with "4215",100.10.11
PMF046P,PMF046P     1PC,Pamidron HEXAL 30,帕米卓 30,無色透明,,注射劑,Hexal/Wuelfing/Novartis,塑膠安瓿,Plastic ampoule,100.10.11
PMF048P,PMF048P     1PC,Pamidron HEXAL 90mg,帕米卓 90mg,無色透明,,注射劑,Hexal/Wuelfing/Novartis,塑膠安瓿,Plastic ampoule,100.10.11
PZA238M,PZA238M     1PC,Cialis 5mg,犀利士 5mg,土黃色,橢圓形,鋁箔裝錠劑,禮來,一面刻有"C5",one side engraved with "C5",100.10.11
PME100M,PME100M     1PC,Glufast,快如妥錠,白色,橢圓形,鋁箔裝錠劑,友華生技,一面刻有"90"，另一面刻有圖案,One side engraved with"90". another side engraved with pattern,2020.09.15
PID146P,PID146P     1PC,SMOFlipid 20%,斯莫脂肪靜脈輸注液,白色,,脂肪乳劑輸注液,Fresenius Kabi,,,100.10.12
PDA258M,PDA258M     1PC,Afinitor 5mg,癌伏妥錠,白色,長橢圓形,鋁箔裝錠劑,諾華,一面印有"NVR"，另一面印有"5",One side engraved with  "NVR" and the other side with "5",100.10.12
PWC034E,PWC034E     1PC,Metsone,頓安膚,,,外用乳膏,杏輝,白/橘軟管上印有粉紅色/黑色字體,White/orange tube printed with pink/black words,100.10.17
PME104P,PME104P     1PC,Byetta(10) Injection,降爾糖(10)注射劑,黃/藍色,,注射液,阿斯特捷利康,筆型針劑,Prefilled-pen,105.06.13
PCH092S,PCH092S     1PC,Retrovir,立妥威,,,口服液劑,葛蘭素,白瓶身藍標籤,White bottle with blue label,100.10.20
PKC003S,PKC003S     1PC,Dimethicone,胃爾康懸浮液,白色,,口服懸浮液,聯邦化學 Union,塑膠瓶白色藥液,Plastic bottle with white liquid,100.10.20
PMG013S,PMG013S     1PC,Diluted Lugol's soln,,深褐色,,口服液劑,NA,深褐色藥液,Dark brown liquid,2020.05.14
PQA041S,PQA041S     1PC,Guaphen,咳酚糖漿,紫色,,糖漿劑,晟德,塑膠瓶身紫色藥液,Plastic bottle purple liquid,100.10.20
PQA043S,PQA043S     1PC,10% KI Solution,,無色透明,,口服液劑,NA,塑膠瓶透明藥液,Plastic bottle with transparent liquid,100.10.20
PTA004S,PTA004S     1PC,Strolin,適喘寧液,無色透明,,糖漿劑,晟德,塑膠瓶透明藥液,Plastic bottle with transparent liquid,100.10.20
PTA018S,PTA018S     1PC,Sulfacotrim,沙法克寧,黃色,,口服懸浮液,晟德,黃色藥液白色瓶蓋,Yellow liquid with white cap,100.10.20
PTA050S,PTA050S     1PC,Ferrum hausmann,富鐵好滴劑,,,口服滴劑,Vifor,褐色玻璃瓶身白色瓶蓋,Brown glass bottle with white cap,2021.08.23
PTA064S,PTA064S     1PC,Aswell,安適胃寧液,,,糖漿劑,晟德,白色塑膠瓶,White plastic bottle,100.10.20
PTA076S,PTA076S     1PC,Medicon,滅咳康,淡褐色,,糖漿劑,鹽野義/晟德,塑膠瓶淡褐藥液,Plastic bottle with light brown liquid,101.03.15
PTA086S,PTA086S     1PC,Depakine,帝拔癲,無色透明,,口服液劑,賽諾菲,褐色玻璃瓶、白色瓶蓋,Brown glass bottle with white cap,2021.03.12
PKA014M,PKA014M     1PC,Peichia,培佳治,白色,圓形,鋁箔裝錠劑,培力,一面刻有"Pei Li",One side engraved with "Pei Li",100.10.24
PGC020M,PGC020M ST1 1PC,Colchicin,驅風錠,淡藍色,圓形,鋁箔裝錠劑,信東/榮民,一面刻有"ST 592",One side engraved with "ST 592",2020.05.15
PTA102S,PTA102S     1PC,Curam Oral Suspension,諾快寧口服懸液用粉劑,,,口服懸浮用粉劑,Sandoz,褐色玻璃瓶白色瓶蓋,Brown glass bottle with white cap,2020.07.10
PCH107M,PCH107M     1PC,Isentress,宜昇瑞膜衣錠,磚紅色,橢圓形,膜衣錠,Merck,一面刻有227字樣,marked 227 on one side,100.10.24
PMD044P,PMD044P     1PC,Orgalutran,柔妊孕,無色透明,,注射液,默沙東,預填式針筒透明藥液,Pre-syringe with transparent liquid,104.12.28
PQA050S,PQA050S     1PC,Antica,伏咳糖漿,橘色,,糖漿劑,瑞士,白色瓶蓋,White bottle cap,100.11.01
PWC054E,PWC054E     1PC,Clobex shampoo,柔倍絲藥用頭皮洗劑,,,洗髮精,高德美,白色塑膠瓶,White plastic bottle,100.11.07
PCH108M,PCH108M     1PC,Viread 300mg,惠立妥膜衣錠300毫克,粉藍色,圓卵形,膜衣錠,GILEAD,一面刻有GILEAD 4331字樣，另一面刻有300字樣,One side  engraved with "GILEAD 4331", the other side with "300",100.11.08
PGG059M,PGG059M     1PC,Solian 50,首利安 50,白色,圓形,鋁箔裝錠劑,賽諾菲安萬特,錠劑上其中一面刻有"AMI 50",One side of the tablet engraved with "AMI 50",100.11.15
PGG060M,PGG060M     1PC,Solian 400mg,首利安錠 400毫克,白色,橢圓形,膜衣錠,Sanofi,錠劑其中一面有刻痕且有"AMI 400",One side of the tablet scored and engraved with "AMI 400",2023.08.21
PFA119M,PFA119M     1PC,Coaprovel 300/12.5 mg,可普諾維膜衣錠 300毫克 / 12.5毫克,粉肉色,橢圓形,膜衣錠,Sanofi,錠劑—面刻有"2876"，另一面刻有心型圖案,One side of the tablet engraved with "2876", the other side with "heart" pattern,2023.05.02
PHK069P,PHK069P     1PC,Telebrix,愛格寶拍立顯,透明,,注射液,古爾貝特,透明玻璃瓶身,Transparent glass bottle,100.11.29
PCC028P,PCC028P     1PC,Curam 500 / 100,諾快寧,白色,,乾粉注射劑,Sandoz,,,100.12.08
PMA054E,PMA054E     1PC,Alvesco 160 Inhaler,"保衛康"治喘樂吸入劑,,,定量吸入劑,AstraZeneca,白色外盒內附紅色吹嘴,White box package with red chamber,100.12.08
PLC026P,PLC026P     1PC,Innohep 10,000u,低肝脂鈉 10,000u,無色透明,,注射劑,LEO,透明玻璃小瓶橘色瓶蓋,Transparent glass vial with orange cap,100.12.08
PDA272P,PDA272P     1PC,Alimta 100,愛寧達 100,白色,,乾粉注射劑,禮來,白色瓶蓋,White cap,100.12.08
PME106P,PME106P     1PC,Byetta(5)Injection,降爾糖(5)注射劑,橘/藍色,,注射劑,阿斯特捷利康,筆型針劑,Pre-filled pen,105.06.13
PDA027P,PDA027P     1PC,Endoxan 500,癌得星 500,白色,,乾粉注射劑,百特,透明玻璃瓶身紅色瓶蓋,Transparent glass vial with red cap,100.12.21
PZA239M,PZA239M     1PC,Revolade,返利凝,,,膜衣錠,葛蘭素,鋁箔裝,Foil package,101.01.03
PMA056E,PMA056E     1PC,Seretide 50/500 accuhaler,使肺泰 50/500 準納乾粉吸入劑,紫色,圓形,粉狀吸入劑,葛蘭素,,,101.01.18
